#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD5905
#Date Time: 2022-07-04 13:59:32.374
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: 3.0.csv
#Frequency: 250 Hz
#Period: 4 ms
#Amplitude: 2 V
#Offset: 0 V
#Phase: 0 бу

Time (s),Channel 1 (V),Channel 2 (V)
-0.004680554490462278,0.003801047063107989,0.006204752018093718
-0.004679924490462279,0.003801047063108449,0.006204752018093718
-0.004679294490462279,0.004812299833937436,0.006204752018093718
-0.004678664490462279,0.004475215576994441,0.006204752018093718
-0.004678034490462279,0.00481229983393713,0.006204752018093718
-0.004677404490462279,0.004812299833937436,0.005871131589323922
-0.004676774490462279,0.005149384090880432,0.005871131589323922
-0.004676144490462279,0.004812299833937436,0.005871131589323922
-0.004675514490462279,0.004812299833937436,0.005871131589323922
-0.004674884490462279,0.004812299833937436,0.005537511160554278
-0.004674254490462279,0.004812299833937436,0.005871131589323618
-0.004673624490462279,0.005149384090880586,0.006204752018093566
-0.004672994490462279,0.005149384090880586,0.005871131589323922
-0.004672364490462278,0.00514938409088028,0.005537511160555036
-0.004671734490462279,0.004812299833937436,0.006538372446863514
-0.004671104490462279,0.004812299833937436,0.006538372446863514
-0.004670474490462279,0.004812299833937436,0.005871131589324226
-0.00466984449046228,0.004475215576994594,0.005871131589323922
-0.004669214490462279,0.004812299833937436,0.006204752018093718
-0.004668584490462278,0.00514938409088028,0.006204752018093414
-0.004667954490462279,0.004812299833937283,0.005871131589324074
-0.004667324490462279,0.004475215576994288,0.006204752018093718
-0.004666694490462279,0.004138131320051292,0.006204752018093718
-0.004666064490462279,0.004812299833936823,0.005871131589324226
-0.004665434490462279,0.004812299833937436,0.005871131589323922
-0.004664804490462279,0.005149384090880432,0.005871131589323922
-0.004664174490462279,0.005149384090880739,0.005871131589324074
-0.004663544490462279,0.005486468347823428,0.006204752018093869
-0.004662914490462279,0.004812299833937436,0.006538372446863514
-0.004662284490462279,0.004812299833937436,0.006871992875633158
-0.004661654490462279,0.005149384090880586,0.006871992875633309
-0.004661024490462279,0.005149384090880586,0.006871992875633309
-0.004660394490462278,0.005149384090880892,0.006538372446863817
-0.004659764490462279,0.005486468347823888,0.006871992875633158
-0.004659134490462279,0.005823552604766883,0.006538372446863514
-0.004658504490462279,0.005486468347823888,0.006204752018093869
-0.00465787449046228,0.005486468347823735,0.006204752018093718
-0.004657244490462279,0.004138131320051138,0.005871131589323922
-0.004656614490462278,0.004138131320050832,0.005871131589323618
-0.004655984490462279,0.003801047063107989,0.005537511160554278
-0.004655354490462279,0.003801047063107989,0.005871131589323922
-0.004654724490462279,0.004475215576993982,0.005871131589323922
-0.004654094490462279,0.00481229983393713,0.006538372446862907
-0.004653464490462279,0.004475215576994288,0.006538372446863514
-0.004652834490462279,0.004475215576994288,0.006204752018093718
-0.004652204490462278,0.004475215576994594,0.006204752018093718
-0.004651574490462279,0.004812299833937436,0.006204752018093718
-0.004650944490462279,0.004812299833937436,0.006204752018093718
-0.004650314490462279,0.005149384090880432,0.006204752018093718
-0.00464968449046228,0.005149384090880586,0.00653837244686321
-0.004649054490462279,0.005149384090880586,0.006538372446863514
-0.004648424490462278,0.00481229983393713,0.006538372446863817
-0.004647794490462279,0.004475215576994747,0.006871992875633309
-0.004647164490462279,0.005486468347823735,0.006871992875633309
-0.004646534490462279,0.005149384090880739,0.006538372446863666
-0.004645904490462279,0.004812299833937743,0.006204752018094021
-0.004645274490462279,0.005149384090880586,0.006204752018093718
-0.004644644490462279,0.005486468347823581,0.006204752018093718
-0.004644014490462279,0.005149384090880432,0.006538372446863362
-0.004643384490462279,0.004812299833937436,0.006204752018093718
-0.004642754490462279,0.004475215576994441,0.005871131589324074
-0.004642124490462279,0.005149384090880279,0.006204752018093566
-0.004641494490462279,0.005486468347823428,0.006204752018093718
-0.004640864490462279,0.004812299833937436,0.006204752018093718
-0.004640234490462278,0.005149384090880586,0.006204752018093718
-0.004639604490462279,0.005149384090880586,0.006204752018093566
-0.004638974490462279,0.005149384090880586,0.005871131589323922
-0.004638344490462279,0.00481229983393759,0.005871131589323922
-0.00463771449046228,0.00514938409088028,0.006538372446862907
-0.004637084490462279,0.006160636861710033,0.006204752018093718
-0.004636454490462278,0.006834805375595718,0.006538372446863514
-0.004635824490462279,0.00616063686170942,0.006538372446863362
-0.004635194490462279,0.004812299833937436,0.006204752018093718
-0.004634564490462279,0.003801047063108449,0.006204752018093718
-0.004633934490462279,0.004138131320050832,0.00653837244686321
-0.004633304490462279,0.004475215576994288,0.006538372446863514
-0.004632674490462279,0.004138131320051292,0.006538372446863514
-0.004632044490462279,0.004475215576994594,0.006204752018093718
-0.004631414490462279,0.005149384090880739,0.006204752018093869
-0.004630784490462279,0.005486468347823735,0.006538372446863514
-0.004630154490462279,0.005149384090880739,0.006538372446863514
-0.004629524490462279,0.004475215576994134,0.006204752018093262
-0.004628894490462279,0.004138131320051138,0.005203890731784329
-0.004628264490462278,0.005149384090880892,0.006204752018094325
-0.004627634490462279,0.005486468347823735,0.006871992875633309
-0.004627004490462279,0.005486468347823735,0.006871992875633309
-0.004626374490462279,0.005486468347823735,0.006538372446863666
-0.00462574449046228,0.005486468347823735,0.006538372446863514
-0.004625114490462279,0.004812299833937436,0.006538372446863514
-0.004624484490462278,0.005149384090880586,0.006538372446863514
