#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD5905
#Date Time: 2022-07-04 14:05:00.690
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: 3.0.csv
#Frequency: 250 Hz
#Period: 4 ms
#Amplitude: 2 V
#Offset: 0 V
#Phase: 0 бу

Time (s),Channel 1 (V),Channel 2 (V)
-0.004680237369250158,0.001778541521449096,0.07826676463236966
-0.004679607369250158,0.001778541521449096,0.0786003850611393
-0.004678977369250157,0.002452710035336007,0.07860038506113975
-0.004678347369250158,0.003126878549221692,0.07893400548990925
-0.004677717369250158,0.003126878549221692,0.07893400548990925
-0.004677087369250158,0.003463962806164687,0.07893400548990925
-0.004676457369250158,0.002789794292279156,0.07860038506113975
-0.004675827369250158,0.002115625778392244,0.07793314420359986
-0.004675197369250157,0.001778541521448176,0.07793314420359955
-0.004674567369250157,0.000767288750619495,0.07759952377482976
-0.004673937369250158,0.0004302044936764993,0.07693228291729047
-0.004673307369250158,-0.0002439640202094921,0.07593142163098154
-0.004672677369250158,-0.0002439640202097987,0.07626504205975057
-0.004672047369250158,0.0004302044936764993,0.07693228291729047
-0.004671417369250157,0.0007672887506205681,0.07693228291729047
-0.004670787369250157,0.001778541521448942,0.07693228291729047
-0.004670157369250158,0.001441457264505946,0.07693228291729047
-0.004669527369250158,0.001778541521448942,0.0779331442035994
-0.004668897369250158,0.002115625778391938,0.07759952377483037
-0.004668267369250158,0.001441457264506253,0.07793314420359986
-0.004667637369250158,0.002115625778392244,0.07793314420359986
-0.004667007369250157,0.002115625778392244,0.07726590334606027
-0.004666377369250158,0.002115625778391938,0.07726590334605997
-0.004665747369250158,0.001441457264505946,0.07659866248852068
-0.004665117369250158,0.001104373007562951,0.07726590334605997
-0.004664487369250158,0.00144145726450564,0.07693228291729078
-0.004663857369250158,0.002452710035335393,0.07693228291729047
-0.004663227369250157,0.002452710035335393,0.07693228291729078
-0.004662597369250157,0.002452710035335393,0.07726590334606043
-0.004661967369250158,0.002452710035335393,0.07759952377483006
-0.004661337369250158,0.002789794292278389,0.07826676463236935
-0.004660707369250158,0.002789794292278542,0.07793314420360016
-0.004660077369250158,0.002115625778392244,0.07693228291729047
-0.004659447369250158,0.0007672887506202616,0.07593142163098154
-0.004658817369250157,0.0007672887506196483,0.07559780120221145
-0.004658187369250158,0.0007672887506196483,0.07593142163098109
-0.004657557369250158,0.0004302044936764993,0.07626504205975088
-0.004656927369250158,0.000767288750619495,0.07659866248852053
-0.004656297369250158,0.001104373007562797,0.07626504205975118
-0.004655667369250158,0.001104373007562797,0.07693228291729047
-0.004655037369250157,0.001778541521449096,0.07626504205975118
-0.004654407369250158,0.001778541521449096,0.07659866248852068
-0.004653777369250158,0.001778541521449096,0.07659866248852068
-0.004653147369250158,0.002115625778392091,0.07626504205975103
-0.004652517369250158,0.002115625778392244,0.07593142163098139
-0.004651887369250158,0.002115625778392244,0.07659866248852068
-0.004651257369250157,0.002115625778391938,0.07693228291729047
-0.004650627369250157,0.001778541521448942,0.07693228291729032
-0.004649997369250158,0.001441457264505946,0.07659866248852068
-0.004649367369250158,0.001778541521448942,0.07693228291729032
-0.004648737369250158,0.001778541521449096,0.07626504205975149
-0.004648107369250158,0.001778541521449096,0.07693228291729047
-0.004647477369250158,0.002452710035335087,0.07659866248852083
-0.004646847369250157,0.002452710035336007,0.07693228291729017
-0.004646217369250158,0.003126878549221692,0.07659866248852068
-0.004645587369250158,0.003126878549221692,0.07659866248852068
-0.004644957369250158,0.002115625778392704,0.07626504205975103
-0.004644327369250158,0.001104373007563717,0.07593142163098139
-0.004643697369250158,0.001104373007562797,0.0755978012022113
-0.004643067369250157,9.312023673335029e-05,0.0749305603446714
-0.004642437369250157,9.312023673350358e-05,0.0745969399159022
-0.004641807369250158,0.0004302044936764993,0.07526418077344149
-0.004641177369250158,0.0004302044936764993,0.07526418077344149
-0.004640547369250158,0.0007672887506193417,0.07559780120221099
-0.004639917369250158,0.001778541521449096,0.0755978012022113
-0.004639287369250158,0.001778541521449096,0.0755978012022113
-0.004638657369250157,0.001778541521448942,0.07559780120221145
-0.004638027369250158,0.001441457264505946,0.07593142163098109
-0.004637397369250158,0.001778541521448942,0.07559780120221145
-0.004636767369250158,0.001778541521449096,0.0752641807734418
-0.004636137369250158,0.001778541521448942,0.07526418077344149
-0.004635507369250158,0.001441457264505946,0.07526418077344149
-0.004634877369250157,0.001441457264505946,0.0752641807734418
-0.004634247369250158,0.0014414572645061,0.07559780120221114
-0.004633617369250158,0.001778541521449096,0.07526418077344149
-0.004632987369250158,0.002115625778392091,0.07559780120221114
-0.004632357369250158,0.002452710035335087,0.0755978012022113
-0.004631727369250158,0.002452710035335393,0.07526418077344149
-0.004631097369250157,0.003126878549221385,0.07559780120221191
-0.004630467369250157,0.002789794292278696,0.07626504205975057
-0.004629837369250158,0.003126878549221692,0.0755978012022113
-0.004629207369250158,0.0024527100353357,0.0755978012022113
-0.004628577369250158,0.0007672887506211812,0.07493056034467231
-0.004627947369250158,0.0004302044936764993,0.07392969905836232
-0.004627317369250158,0.0004302044936764993,0.07359607862959266
-0.004626687369250157,9.312023673350358e-05,0.07392969905836247
