#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD5905
#Date Time: 2022-07-04 14:12:50.120
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: 3.0.csv
#Frequency: 250 Hz
#Period: 4 ms
#Amplitude: 2 V
#Offset: 0 V
#Phase: 0 бу

Time (s),Channel 1 (V),Channel 2 (V)
-0.004430382275216907,0.003463962806164841,0.004870270303014534
-0.004429752275216907,0.003463962806164841,0.004203029445475246
-0.004429122275216907,0.003126878549221845,0.00487027030301423
-0.004428492275216907,0.003463962806164994,0.004536649874245041
-0.004427862275216907,0.003801047063107989,0.005203890731784329
-0.004427232275216906,0.004138131320051444,0.004870270303014838
-0.004426602275216907,0.004475215576994134,0.005203890731784481
-0.004425972275216907,0.004138131320051138,0.005537511160554126
-0.004425342275216907,0.003463962806165147,0.005537511160554126
-0.004424712275216907,0.003463962806164841,0.004870270303015141
-0.004424082275216907,0.003463962806164841,0.004870270303014534
-0.004423452275216906,0.004138131320050525,0.005203890731784026
-0.004422822275216906,0.003463962806164994,0.004870270303014838
-0.004422192275216907,0.003801047063107989,0.005537511160554126
-0.004421562275216907,0.004138131320050985,0.005203890731784481
-0.004420932275216907,0.003801047063108296,0.004536649874245345
-0.004420302275216907,0.004138131320051138,0.005203890731784329
-0.004419672275216907,0.004138131320051138,0.005871131589323618
-0.004419042275216906,0.004138131320051444,0.005537511160553974
-0.004418412275216907,0.00481229983393713,0.005203890731784481
-0.004417782275216907,0.004138131320051138,0.005537511160554126
-0.004417152275216907,0.004475215576994134,0.005203890731784481
-0.004416522275216907,0.004138131320051138,0.005203890731784481
-0.004415892275216907,0.004138131320051138,0.005537511160554126
-0.004415262275216906,0.004138131320051138,0.004870270303014838
-0.004414632275216906,0.004138131320051292,0.005203890731784481
-0.004414002275216907,0.004475215576994288,0.005537511160554126
-0.004413372275216907,0.004812299833937283,0.006204752018093414
-0.004412742275216907,0.004812299833937436,0.005871131589324226
-0.004412112275216907,0.004812299833937436,0.006204752018093718
-0.004411482275216906,0.004475215576994288,0.005871131589323922
-0.004410852275216906,0.004475215576994288,0.005871131589324377
-0.004410222275216907,0.004475215576994288,0.006871992875633309
-0.004409592275216907,0.004812299833937283,0.008206474590711887
-0.004408962275216907,0.00514938409088028,0.008206474590712495
-0.004408332275216907,0.005149384090880586,0.007872854161942697
-0.004407702275216907,0.003801047063107989,0.005203890731784329
-0.004407072275216906,0.003463962806164534,0.004203029445474942
-0.004406442275216907,0.003126878549221845,0.004203029445475246
